timestamp_s,left_knee_ohms,left_angle_deg,right_knee_ohms,right_angle_deg
56.627,12.55,94.89873275828813,15.373157894736847,20.817903992982792
56.637,12.64,96.187844747069,15.40122807017544,22.97629388639598
56.747,13.056568047337285,95.53229973324505,15.71,45.894019401183414
56.757,13.094437869822483,94.93263581376686,15.75,48.75230498829205
56.767,13.13230769230771,94.24296040791705,15.77,50.1719342654992
56.777,13.170177514792911,93.46327351569835,15.73,47.326333366853305
56.787,13.208047337278112,92.59357513710893,15.79,51.585221198476575
56.797,13.24591715976331,91.6338652721488,15.77,50.1719342654992
56.806,13.28,90.69316657283707,15.83299999999997,54.60231134122159
56.807,13.28500000000002,90.54903226763417,15.84,55.090690774907216
56.816,13.33,89.18121389386033,15.84,55.090690774907216
56.817,13.33399999999999,89.05347915535458,15.84,55.090690774907216
56.826,13.37,87.85867634755414,15.887117647058824,58.357802488080324
56.836,13.26,91.25401276543562,15.939470588235285,61.94664129962257
56.846,13.18,93.24634108443661,15.991823529411745,65.49202188568597
56.856,13.15,93.88990341786484,16.04417647058824,68.9939442462719
56.866,13.07,95.3299075438108,16.0965294117647,72.45240838137761
56.876,13.05,95.6271444624499,16.14888235294116,75.86741429100312
56.987,12.439824561403483,92.62852559916064,16.73,110.85554275582217
56.997,12.384853801169577,91.21093904163536,16.71,109.74034600170216
57.007,12.329883040935668,89.60369286196419,16.65,106.35670167395574
57.017,12.274912280701722,87.80678706014442,16.62,104.64347409830316
57.027,12.219941520467817,85.82022163618058,16.58,102.33697245929125
57.037,12.164970760233906,83.64399659006995,16.48,96.45972733771896
57.047,12.11,81.27811192181252,16.5,97.64786105049552
57.057,12.11,81.27811192181252,16.48,96.45972733771896
57.067,12.15,83.01846308245149,16.466470588235296,95.65239345360578
57.077,12.07,79.43733818061719,16.452941176470592,94.84215723376792
57.087,12.09,80.3702778737852,16.43941176470588,94.02901867820447
57.097,12.02,76.9951517502177,16.425882352941176,93.21297778691633
57.107,11.98,74.92842720277258,16.412352941176472,92.39403455990305
57.117,11.91,71.07001741028125,16.398823529411768,91.57218899716509
57.227,11.776473988439308,62.85720568828856,16.25,82.3403336491865
57.237,11.764335260115605,62.055097168691645,16.19,78.51906756950211
57.247,11.752196531791906,61.24374043707303,16.19,78.51906756950211
57.257,11.74005780346821,60.42313549342998,16.19,78.51906756950211
57.267,11.727919075144504,59.5932823377625,16.21,79.7991652736282
57.277,11.715780346820804,58.7541809700715,16.14,75.29107555317705
57.287,11.703641618497109,57.90583139035789,16.17,77.23262752114533
57.29,11.7,57.64952311509933,16.182000000000006,78.00525263146756
57.297,11.7,57.64952311509933,16.21,79.7991652736282
57.3,11.7,57.64952311509933,16.211764705882352,79.91181057269023
57.31,11.66,54.77941792320871,16.217647058823534,80.28693828319683
57.32,11.62,51.808890150762636,16.22352941176471,80.66151734800815
57.33,11.66,54.77941792320871,16.229411764705883,81.03554776712463
57.34,11.61,51.050567179438985,16.23529411764706,81.40902954054673
57.35,11.61,51.050567179438985,16.241176470588236,81.78196266827354
57.36,11.59,49.51509200293913,16.247058823529414,82.15434715030642
57.467,11.575034965034966,48.349749263471494,16.31,86.10451863079197
57.477,11.573636363636364,48.2401205109054,16.48,96.45972733771896
57.487,11.572237762237762,48.130368986345275,16.67,107.49092546076872
57.497,11.570839160839162,48.02049468979021,16.92,120.0
57.507,11.56944055944056,47.91049762124112,17.07,120.0
57.517,11.568041958041958,47.80037778069618,17.31,120.0
57.527,11.566643356643358,47.69013516815812,17.35,120.0
57.537,11.565244755244755,47.579769783625125,17.74,120.0
57.646,11.55,46.368824714521,17.853148788927335,120.0
57.656,11.66,54.77941792320871,17.863529411764702,120.0
57.666,11.75,61.09593535105523,17.873910034602073,120.0
57.676,11.91,71.07001741028125,17.884290657439447,120.0
57.686,11.95,73.31248147369934,17.894671280276814,120.0
57.696,12.04,77.99085555623151,17.905051903114185,120.0
57.706,12.13,82.1608403247019,17.91543252595156,120.0
57.716,12.18,84.25782413444176,17.925813148788926,120.0
57.826,12.830887573964503,97.23937507067512,18.04,120.0
57.836,12.890059171597631,97.10098843250034,17.96,120.0
57.846,12.949230769230756,96.74284718892795,17.91,120.0
57.856,13.008402366863924,96.16495133996068,17.72,120.0
57.866,13.067573964497049,95.3673008855958,17.59,120.0
57.876,13.126745562130177,94.34989582583603,17.48,120.0
57.885,13.18,93.24634108443661,17.363000000000056,120.0
57.886,13.177999999999992,93.29100263515829,17.35,120.0
57.895,13.16,93.68165905134083,17.31399999999999,120.0
57.896,13.16999999999998,93.46713827353142,17.31,120.0
57.905,13.26,91.25401276543562,17.294302325581395,120.0
57.915,13.47,84.11298369185624,17.27686046511628,120.0
57.925,13.54,81.11755236142653,17.259418604651167,120.0
57.935,13.56,80.20522713688479,17.241976744186044,120.0
57.945,13.58,79.26779626720327,17.224534883720928,120.0
57.955,13.54,81.11755236142653,17.207093023255815,120.0
58.068,13.031169590643277,95.88405278073878,17.01,120.0
58.078,12.98614035087717,96.40815804134763,16.92,120.0
58.088,12.941111111111097,96.80500075106193,16.92,120.0
58.098,12.896081871345023,97.07458090988075,16.9,120.0
58.108,12.85105263157895,97.21689851780593,16.84,116.87575550035353
58.118,12.806023391812843,97.23195357483473,16.77,113.06690923136921
58.126,12.77,97.15236858381468,16.77,113.06690923136921
58.128,12.761999999999992,97.12364215785419,16.77,113.06690923136921
58.136,12.73,96.96856742178807,16.75399999999999,112.18540696638047
58.138,12.728000000000003,96.95674127094662,16.75,111.96439716571103
58.146,12.72,96.90692610306905,16.756153846153847,112.30430716340561
58.156,12.64,96.187844747069,16.763846153846153,112.72835026558187
58.166,12.59,95.53443553281522,16.77153846153846,113.15145515115546
58.176,12.53,94.54322290331584,16.77923076923077,113.57362182012776
58.186,12.53,94.54322290331584,16.786923076923078,113.99485027249739
58.196,12.51,94.16260740320467,16.794615384615383,114.41514050826436
58.307,12.451235294117645,92.89901499871667,16.88,119.01735618935982
58.317,12.445941176470589,92.7745350930827,16.84,116.87575550035353
58.327,12.44064705882353,92.64829605487375,16.79,114.16307895279624
58.337,12.435352941176468,92.52029788409072,16.73,110.85554275582217
58.347,12.43005882352941,92.39054058073361,16.62,104.64347409830316
58.357,12.424764705882351,92.2590241448006,16.58,102.33697245929125
58.366,12.42,92.13915529411042,16.561999999999994,101.29076996251388
58.367,12.41600000000001,92.03742443604733,16.56,101.1742081234388
58.376,12.38,91.07665655222172,16.54200000000001,100.12229751685436
58.377,12.376999999999988,90.99292086130117,16.54,100.00510144335522
58.386,12.35,90.21388017731533,16.522426035502956,98.97257448008395
58.396,12.4,91.62045874573505,16.502899408284026,97.81957891413958
58.406,12.37,90.79534083853741,16.483372781065093,96.66053768026768
58.416,12.31,88.97564191945366,16.463846153846163,95.49545077846824
58.426,12.24,86.56708313373474,16.44431952662722,94.32431820873944
58.436,12.17,83.85098019506313,16.424792899408285,93.14713997108356
58.546,11.991965317919078,75.55717952819577,16.21,79.7991652736282
58.556,11.975780346820816,74.70455005447093,16.17,77.23262752114533
58.566,11.95959537572254,73.83547931492558,16.12,73.98877964424264
58.576,11.94341040462428,72.94996730956063,16.14,75.29107555317705
58.586,11.927225433526017,72.0480140383761,16.14,75.29107555317705
58.596,11.911040462427756,71.12961950137105,16.14,75.29107555317705
58.606,11.89485549132948,70.19478369854642,16.1,72.68014139107709
58.609,11.89,69.91112691086437,16.087999999999997,71.89191411394722
58.616,11.883,69.49958402740413,16.06,70.04383785205346
58.619,11.88,69.32226704422828,16.077117647058824,71.17512599727661
58.629,11.93,72.20380226455927,16.134176470588223,74.91253213363234
58.639,11.95,73.31248147369934,16.191235294117664,78.59831619657461
58.649,11.97,74.39605503769872,16.248294117647063,82.23247818609752
58.659,12.04,77.99085555623151,16.305352941176462,85.8150181022038
58.669,12.0,75.97434229906412,16.362411764705865,89.34593594489434
58.679,12.0,75.97434229906412,16.419470588235303,92.82523171417051
58.786,12.348224852071011,90.16105819746554,17.03,120.0
58.796,12.38076923076923,91.0980362528062,17.03,120.0
58.806,12.413313609467448,91.9685385400162,17.01,120.0
58.816,12.44585798816569,92.77256505909281,16.88,119.01735618935982
58.826,12.478402366863907,93.51011581003695,16.84,116.87575550035353
58.836,12.510946745562128,94.18119079284861,16.84,116.87575550035353
58.846,12.543491124260347,94.7857900075278,16.77,113.06690923136921
58.848,12.55,94.89873275828813,16.774,113.28665056319323
58.856,12.533999999999992,94.61633332592191,16.79,114.16307895279624
58.858,12.53,94.54322290331584,16.786306818181824,113.96113870058161
58.868,12.48,93.54461106840245,16.767840909090907,112.94819342748406
58.878,12.38,91.07665655222172,16.749375,111.92984146768322
58.888,12.44,92.63274619734693,16.730909090909098,110.90608282117773
58.898,12.51,94.16260740320467,16.712443181818177,109.8769174879676
58.908,12.53,94.54322290331584,16.69397727272727,108.84234546805374
58.918,12.64,96.187844747069,16.675511363636367,107.80236676143568
59.148,12.24,86.56708313373474,16.250795454545447,82.39061097885497
59.158,12.18,84.25782413444176,16.23232954545454,81.22087179133587
59.168,12.17,83.85098019506313,16.213863636363637,80.04572591711258
59.178,12.13,82.1608403247019,16.19539772727273,78.8651733561851
59.188,12.11,81.27811192181252,16.17693181818181,77.67921410855251
59.198,12.04,77.99085555623151,16.158465909090907,76.48784817421665
59.208,12.04,77.99085555623151,16.14,75.29107555317705
59.218,12.0,75.97434229906412,16.19,78.51906756950211
59.228,11.980349344978167,74.94691189544665,16.12,73.98877964424264
59.238,11.96069868995634,73.8952452399426,16.12,73.98877964424264
59.248,11.941048034934507,72.81934233255288,16.12,73.98877964424264
59.258,11.921397379912666,71.71920317327567,16.12,73.98877964424264
59.268,11.901746724890836,70.59482776211371,16.1,72.68014139107709
59.278,11.882096069869004,69.44621609906517,16.08,71.36516079368039
59.447,11.55,46.368824714521,16.344521739130435,88.24441955920929
59.457,11.52,43.943221929717765,16.36017391304348,89.20842567025147
59.467,11.52,43.943221929717765,16.37582608695652,90.16854724531822
59.477,11.5,42.29477135009256,16.391478260869558,91.12478428440954
59.487,11.45,38.063807703545535,16.40713043478261,92.0771367875268
59.497,11.45,38.063807703545535,16.42278260869565,93.02560475466817
59.507,11.39,32.77952975529297,16.438434782608688,93.97018818583456
59.508,11.388999999999996,32.68954415071312,16.44,94.06443287947332
59.517,11.38,31.87684932442062,16.44,94.06443287947332
59.518,11.379647058823531,31.844875345713263,16.44,94.06443287947332
59.528,11.376117647058823,31.524705548453312,16.44,94.06443287947332
59.538,11.37258823529412,31.203753914493973,16.39,91.03463912036614
59.548,11.369058823529413,30.882020443833426,16.35,88.58226356404157
59.558,11.365529411764706,30.55950513647349,16.31,86.10451863079197
59.568,11.362000000000002,30.236207992414165,16.31,86.10451863079197
59.578,11.358470588235294,29.912129011654542,16.29,84.8561326478216
59.687,11.32,26.328962102209516,16.354497041420117,88.85924018507922
59.697,11.31,25.382346792345743,16.360414201183435,89.22319456867581
59.707,11.27,21.533121440037576,16.366331360946745,89.58659379451956
59.717,11.29,23.47028693876109,16.37224852071006,89.94943786261047
59.727,11.31,25.382346792345743,16.378165680473373,90.31172677294853
59.737,11.27,21.533121440037576,16.384082840236687,90.67346052553376
59.747,11.23,17.58347350717486,16.39,91.03463912036614
59.757,11.29,23.47028693876109,16.37,89.81162251431897
59.767,11.286137339055792,23.098112402940387,16.39,91.03463912036614
59.777,11.282274678111586,22.725001417167732,16.33,87.34656226953211
59.787,11.278412017167382,22.350953981444945,16.29,84.8561326478216
59.797,11.274549356223176,21.975970095770208,16.27,83.60140432061962
59.807,11.270686695278968,21.60004976014352,16.33,87.34656226953211
59.817,11.266824034334762,21.2231929745667,16.25,82.3403336491865
59.99,11.2,14.555335239037959,16.000698689956327,66.08874632818288
60.0,11.18,12.505194337190005,15.986288209606986,65.11922038885086
60.01,11.18,12.505194337190005,15.971877729257644,64.14640179068829
60.02,11.16,10.429947790203187,15.95746724890829,63.170290533695606
60.03,11.2,14.555335239037959,15.94305676855895,62.190886617875094
60.04,11.2,14.555335239037959,15.928646288209608,61.20819004322357
60.046,11.218000000000004,16.37899672410731,15.92,60.61699162219429
60.05,11.23,17.58347350717486,15.92,60.61699162219429
60.056,11.23,17.58347350717486,15.92,60.61699162219429
60.06,11.23,17.58347350717486,15.92,60.61699162219429
60.066,11.238982035928144,18.479113679212787,15.92,60.61699162219429
60.076,11.253952095808382,19.960594813914213,15.92,60.61699162219429
60.086,11.26892215568862,21.42801034191507,15.9,59.244929926719124
60.096,11.283892215568857,22.881360263214447,15.88,57.86652588701327
60.106,11.298862275449103,24.320644577813255,15.9,59.244929926719124
60.116,11.31383233532934,25.745863285709675,15.88,57.86652588701327
60.227,11.48,40.62121512532758,16.107192982456137,73.1515223170104
60.237,11.45,38.063807703545535,16.127660818713455,74.48836170094819
60.247,11.41,34.566061383183296,16.148128654970762,75.8185585524111
60.257,11.39,32.77952975529297,16.16859649122807,77.14211287140006
60.267,11.39,32.77952975529297,16.18906432748539,78.45902465791596
60.277,11.39,32.77952975529297,16.209532163742693,79.76929391195608
60.287,11.36,30.05265922882336,16.23,81.0729206335227
60.297,11.36,30.05265922882336,16.17,77.23262752114533
60.307,11.343625730994145,28.540479044037056,16.14,75.29107555317705
60.317,11.3272514619883,27.011470753349386,16.17,77.23262752114533
60.327,11.310877192982456,25.465634356758528,16.23,81.0729206335227
60.337,11.2945029239766,23.902969854261755,16.14,75.29107555317705
60.347,11.278128654970756,22.323477245864524,16.12,73.98877964424264
60.357,11.261754385964911,20.727156531562287,16.1,72.68014139107709
60.468,11.08,1.8779051508654447,15.836936416184964,54.87704476373119
60.478,11.06,0.0,15.81323699421965,53.219283039091806
60.488,11.02,0.0,15.789537572254336,51.552615670551404
60.498,11.04,0.0,15.765838150289024,49.877042658109985
60.508,11.02,0.0,15.742138728323695,48.19256400176664
60.518,11.02,0.0,15.718439306358382,46.4991797015241
60.528,11.02,0.0,15.69473988439307,44.796889757380086
60.53,11.01399999999999,0.0,15.69,44.455363091282834
60.538,10.99,0.0,15.642000000000015,40.97671118306016
60.54,10.99,0.0,15.63,40.10134009619469
60.55,10.99,0.0,15.65,41.559023438788245
60.56,10.99,0.0,15.65,41.559023438788245
60.57,10.99,0.0,15.63,40.10134009619469
60.58,10.99,0.0,15.61,38.63731440937045
60.59,10.99,0.0,15.61,38.63731440937045
60.6,10.99,0.0,15.59,37.166946378314606
60.72,10.99,0.0,15.546886227544912,33.975718266843614
60.73,11.04,0.0,15.543293413173654,33.708452219997525
60.74,11.02,0.0,15.539700598802394,33.44098150070704
60.75,11.04,0.0,15.536107784431138,33.1733061089717
60.76,11.04,0.0,15.532514970059882,32.905426044791966
60.767,11.018999999999997,0.0,15.53,32.71778821976204
60.77,11.01,0.0,15.542000000000002,33.61218633931867
60.777,11.017,0.0,15.57,35.69023600302762
60.78,11.02,0.0,15.57,35.69023600302762
60.787,11.047999999999998,0.0,15.57,35.69023600302762
60.79,11.06,0.0,15.557999999999996,34.8011654526249
60.797,11.054615384615389,0.0,15.53,32.71778821976204
60.807,11.046923076923076,0.0,15.53,32.71778821976204
60.817,11.039230769230768,0.0,15.51,31.222050811781628
60.827,11.031538461538462,0.0,15.53,32.71778821976204
60.837,11.02384615384615,0.0,15.45,26.696784522457165
60.946,10.94,0.0,15.437471264367815,25.744649381485942
60.956,10.92,0.0,15.43632183908046,25.657172890580114
60.966,10.94,0.0,15.435172413793104,25.569675451251896
60.976,10.92,0.0,15.434022988505747,25.482157063501745
60.986,10.92,0.0,15.432873563218392,25.394617727330115
60.996,10.94,0.0,15.431724137931036,25.307057442736095
61.006,10.9,0.0,15.430574712643676,25.219476209719687
61.011,10.920000000000014,0.0,15.43,25.175677737553542
61.016,10.94,0.0,15.449999999999983,26.696784522456255
61.021,10.938797250859103,0.0,15.47,28.211548963129644
61.031,10.936391752577318,0.0,15.45,26.696784522457165
61.041,10.933986254295531,0.0,15.49,29.719971059571435
61.051,10.931580756013744,0.0,15.53,32.71778821976204
61.061,10.929175257731956,0.0,15.51,31.222050811781628
61.071,10.926769759450172,0.0,15.57,35.69023600302762
61.081,10.924364261168384,0.0,15.55,34.2071832835104
61.247,10.88443298969072,0.0,15.51,31.222050811781628
61.257,10.882027491408936,0.0,15.49,29.719971059571435
61.267,10.879621993127149,0.0,15.47,28.211548963129644
61.277,10.87721649484536,0.0,15.47,28.211548963129644
61.287,10.874810996563571,0.0,15.49,29.719971059571435
61.297,10.872405498281788,0.0,15.47,28.211548963129644
61.307,10.87,0.0,15.47,28.211548963129644
61.317,10.87,0.0,15.47,28.211548963129644
61.327,10.9,0.0,15.464117647058826,27.766688384824647
61.337,10.85,0.0,15.458235294117646,27.321279160823906
61.347,10.9,0.0,15.452352941176471,26.87532129112924
61.357,10.87,0.0,15.446470588235297,26.428814775740648
61.367,10.87,0.0,15.44058823529412,25.981759614656312
61.377,10.85,0.0,15.43470588235294,25.53415580787714
61.487,10.792105263157897,0.0,15.37,20.574303317456724
61.497,10.786842105263158,0.0,15.37,20.574303317456724
61.507,10.781578947368423,0.0,15.33,17.47500864957101
61.517,10.776315789473683,0.0,15.35,19.02782715562944
61.527,10.771052631578948,0.0,15.35,19.02782715562944
61.537,10.765789473684212,0.0,15.39,22.114437135053777
61.547,10.760526315789477,0.0,15.43,25.175677737553542
61.548,10.76,0.0,15.43,25.175677737553542
61.557,10.76,0.0,15.43,25.175677737553542
61.558,10.76,0.0,15.430235294117644,25.193609980484325
61.568,10.76,0.0,15.432588235294116,25.37288412897078
61.578,10.8,0.0,15.434941176470588,25.552070494145937
61.588,10.76,0.0,15.437294117647058,25.731169076009337
61.598,10.75,0.0,15.439647058823528,25.91017987456189
61.608,10.76,0.0,15.441999999999998,26.0891028898036
61.618,10.76,0.0,15.44435294117647,26.267938121734005
61.727,10.736304347826088,0.0,15.47,28.211548963129644
61.737,10.734130434782609,0.0,15.47,28.211548963129644
61.747,10.73195652173913,0.0,15.45,26.696784522457165
61.757,10.729782608695652,0.0,15.47,28.211548963129644
61.767,10.727608695652174,0.0,15.45,26.696784522457165
61.777,10.725434782608696,0.0,15.41,23.64822860841923
61.787,10.723260869565218,0.0,15.47,28.211548963129644
61.797,10.72108695652174,0.0,15.41,23.64822860841923
61.848,10.71,0.0,15.41,23.64822860841923
61.858,10.76,0.0,15.41,23.64822860841923
61.868,10.73,0.0,15.41,23.64822860841923
61.878,10.71,0.0,15.41,23.64822860841923
61.888,10.75,0.0,15.41,23.64822860841923
61.898,10.76,0.0,15.41,23.64822860841923
61.908,10.76,0.0,15.41,23.64822860841923
61.918,10.78,0.0,15.41,23.64822860841923
62.087,10.770287356321838,0.0,15.41,23.64822860841923
62.097,10.76971264367816,0.0,15.39,22.114437135053777
62.107,10.769137931034482,0.0,15.35,19.02782715562944
62.117,10.768563218390804,0.0,15.35,19.02782715562944
62.127,10.767988505747123,0.0,15.37,20.574303317456724
62.137,10.767413793103447,0.0,15.35,19.02782715562944
62.147,10.76683908045977,0.0,15.37,20.574303317456724
62.157,10.766264367816092,0.0,15.33,17.47500864957101
62.266,10.76,0.0,15.291301775147929,14.452434235227429
62.276,10.75,0.0,15.28775147928994,14.173944682334877
62.286,10.78,0.0,15.284201183431952,13.89525527265232
62.296,10.75,0.0,15.280650887573964,13.616366006177941
62.306,10.75,0.0,15.277100591715977,13.337276882912647
62.316,10.75,0.0,15.273550295857987,13.05798790285644
62.326,10.73,0.0,15.27,12.778499066009772
62.336,10.75,0.0,15.27,12.778499066009772
62.346,10.746491228070177,0.0,15.25,11.20031118302677
62.356,10.74298245614035,0.0,15.23,9.615780955813534
62.366,10.739473684210523,0.0,15.25,11.20031118302677
62.376,10.735964912280702,0.0,15.25,11.20031118302677
62.386,10.732456140350877,0.0,15.21,8.0249083843687
62.396,10.728947368421052,0.0,15.21,8.0249083843687
62.507,10.69,0.0,15.22298245614035,9.058302327287038
62.517,10.71,0.0,15.224152046783626,9.151269656796558
62.527,10.68,0.0,15.225321637426902,9.244215296404036
62.537,10.66,0.0,15.226491228070175,9.337139246109018
62.547,10.66,0.0,15.227660818713453,9.430041505912868
62.557,10.68,0.0,15.228830409356728,9.522922075813767
62.567,10.66,0.0,15.23,9.615780955813534
62.577,10.62,0.0,15.21,8.0249083843687
62.587,10.621183431952662,0.0,15.23,9.615780955813534
62.597,10.622366863905324,0.0,15.21,8.0249083843687
62.607,10.623550295857989,0.0,15.23,9.615780955813534
62.617,10.62473372781065,0.0,15.19,6.427693468693178
62.627,10.625917159763311,0.0,15.19,6.427693468693178
62.637,10.627100591715976,0.0,15.19,6.427693468693178
62.746,10.64,0.0,15.202899408284024,7.458575980765545
62.756,10.66,0.0,15.204082840236689,7.5530202304748855
62.766,10.68,0.0,15.20526627218935,7.647442273873821
62.776,10.69,0.0,15.206449704142011,7.741842110962807
62.786,10.71,0.0,15.207633136094676,7.836219741741843
62.796,10.75,0.0,15.208816568047338,7.930575166210474
62.806,10.8,0.0,15.21,8.0249083843687
62.816,10.8,0.0,15.21,8.0249083843687
62.826,10.806529209621992,0.0,15.23,9.615780955813534
62.836,10.813058419243983,0.0,15.23,9.615780955813534
62.846,10.819587628865976,0.0,15.25,11.20031118302677
62.856,10.826116838487971,0.0,15.21,8.0249083843687
62.866,10.832646048109964,0.0,15.23,9.615780955813534
62.876,10.839175257731956,0.0,15.21,8.0249083843687
63.046,10.950171821305842,0.0,15.25,11.20031118302677
63.056,10.956701030927832,0.0,15.25,11.20031118302677
63.066,10.96323024054983,0.0,15.27,12.778499066009772
63.076,10.96975945017182,0.0,15.19,6.427693468693178
63.086,10.976288659793816,0.0,15.19,6.427693468693178
63.096,10.982817869415806,0.0,15.19,6.427693468693178
63.106,10.989347079037804,0.0,15.19,6.427693468693178
63.107,10.99,0.0,15.186000000000009,6.107489404251282
63.116,11.008000000000004,0.0,15.15,3.2142366046496136
63.117,11.01,0.0,15.149529411764709,3.176280242483699
63.127,10.99,0.0,15.144823529411765,2.7965234975358726
63.137,10.94,0.0,15.140117647058824,2.416415619343752
63.147,10.94,0.0,15.135411764705884,2.0359566079068827
63.157,10.94,0.0,15.130705882352943,1.6551464632257193
63.167,10.95,0.0,15.126,1.2739851852993525
63.177,10.94,0.0,15.12129411764706,0.8924727741291463
63.286,10.83741176470588,0.0,15.07,0.0
63.296,10.828,0.0,15.05,0.0
63.306,10.81858823529412,0.0,15.05,0.0
63.316,10.809176470588234,0.0,15.03,0.0
